회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),* (정상)영업손익(보고서기재)(IFRS),당기순이익(손실)(IFRS)
(주)CMG제약,058820,2010/12,11350419,-7537071,-6945220
(주)CMG제약,058820,2011/12,17751704,714950,-1264488
(주)CMG제약,058820,2012/12,16255389,-4045140,-6892739
(주)CMG제약,058820,2013/12,20322140,822547,335258
(주)CMG제약,058820,2014/12,22752584,446018,171502
(주)CMG제약,058820,2015/12,27041894,-2570878,-3648668
(주)CMG제약,058820,2016/12,32969825,1730753,1693463
(주)CMG제약,058820,2017/12,41535588,1558607,2834901
(주)CMG제약,058820,2018/12,49864782,2567820,6065026
(주)CMG제약,058820,2019/12,58622681,2603774,3051177
(주)CMG제약,058820,2020/12,64459891,1822365,214996
(주)DB하이텍,000990,2010/12,593441908,-362804081,-204814784
(주)DB하이텍,000990,2011/12,534317238,-39983672,-93084414
(주)DB하이텍,000990,2012/12,583901597,-14429657,-32121504
(주)DB하이텍,000990,2013/12,493752028,-9392980,-73243309
(주)DB하이텍,000990,2014/12,567718224,45310506,-58319918
(주)DB하이텍,000990,2015/12,666594987,124372824,127469869
(주)DB하이텍,000990,2016/12,773140180,171787648,88002359
(주)DB하이텍,000990,2017/12,679737744,142353689,74401732
(주)DB하이텍,000990,2018/12,669279136,112884303,95087399
(주)DB하이텍,000990,2019/12,807416423,181155872,121159865
(주)DB하이텍,000990,2020/12,935919766,239188805,165657642
(주)ES큐브,050120,2010/12,34640205,577543,-2165930
(주)ES큐브,050120,2011/12,41700477,-2080143,-2933429
(주)ES큐브,050120,2012/12,44178050,645839,516857
(주)ES큐브,050120,2013/12,45823196,217136,-14749080
(주)ES큐브,050120,2014/12,37188072,325909,-2412385
(주)ES큐브,050120,2015/12,36887119,2370570,3610344
(주)ES큐브,050120,2016/12,34818205,2359527,17469014
(주)ES큐브,050120,2017/12,37104908,2170102,1218923
(주)ES큐브,050120,2018/12,31308873,691469,-3836071
(주)ES큐브,050120,2019/12,28527284,587700,-12738710
(주)ES큐브,050120,2020/12,30293088,1452732,-29081429
(주)HJ중공업,097230,2010/12,2734440000,101888000,-39395000
(주)HJ중공업,097230,2011/12,2316017000,59453000,-116272000
(주)HJ중공업,097230,2012/12,1980761000,28591000,13082000
(주)HJ중공업,097230,2013/12,1927307000,-109107000,-212716000
(주)HJ중공업,097230,2014/12,1799016000,-106249000,-225739000
(주)HJ중공업,097230,2015/12,2041347000,-97810000,-260118000
(주)HJ중공업,097230,2016/12,1928591000,49319000,-334429000
(주)HJ중공업,097230,2017/12,1737428000,86683000,-299028000
(주)HJ중공업,097230,2018/12,1750954000,-66005000,-963474000
(주)HJ중공업,097230,2019/12,1609530000,77055000,-73654000
(주)HJ중공업,097230,2020/12,1694634000,51087000,76553000
(주)MH에탄올,023150,2010/12,43304589,9209231,4582073
(주)MH에탄올,023150,2011/12,43206995,6908187,3351943
(주)MH에탄올,023150,2012/12,45488675,6518758,2571700
(주)MH에탄올,023150,2013/12,46298516,9650241,-11627211
(주)MH에탄올,023150,2014/12,48983781,8746818,4618332
(주)MH에탄올,023150,2015/12,50386203,11094172,7744832
(주)MH에탄올,023150,2016/12,48897025,11876872,8134873
(주)MH에탄올,023150,2017/12,48270464,10452914,5903108
(주)MH에탄올,023150,2018/12,46943080,9028515,6553371
(주)MH에탄올,023150,2019/12,46992295,7828586,-5004935
(주)MH에탄올,023150,2020/12,51277355,8238755,1156387
(주)SH에너지화학,002360,2010/12,150353519,-7397588,-6557499
(주)SH에너지화학,002360,2011/12,172752632,4987642,3164441
(주)SH에너지화학,002360,2012/12,191907628,2874585,1079738
(주)SH에너지화학,002360,2013/12,229783541,7203175,4841817
(주)SH에너지화학,002360,2014/12,226971465,20274504,15569914
(주)SH에너지화학,002360,2015/12,213882181,22899622,12639344
(주)SH에너지화학,002360,2016/12,214380015,23600205,17574101
(주)SH에너지화학,002360,2017/12,184672638,13189274,8905104
(주)SH에너지화학,002360,2018/12,180753289,2811557,2766802
(주)SH에너지화학,002360,2019/12,138161816,-2363194,-3151629
(주)SH에너지화학,002360,2020/12,91354318,-7104116,-7218778
(주)SIMPAC,009160,2010/12,180593108,21914500,14884986
(주)SIMPAC,009160,2011/12,213867522,27382839,21196377
(주)SIMPAC,009160,2012/12,223854758,25309896,22517068
(주)SIMPAC,009160,2013/12,204527751,23741361,19196136
(주)SIMPAC,009160,2014/12,227491803,18736806,10218575
(주)SIMPAC,009160,2015/12,213152303,23630499,19448583
(주)SIMPAC,009160,2016/12,215839356,21406076,16444650
(주)SIMPAC,009160,2017/12,203150228,13971089,7133940
(주)SIMPAC,009160,2018/12,268863854,7215888,62381304
(주)SIMPAC,009160,2019/12,391970769,8438305,11507259
(주)SIMPAC,009160,2020/12,272087150,6895814,26301694
(주)SNT에너지,100840,2010/12,213919312,4121693,3200978
(주)SNT에너지,100840,2011/12,195318747,-6597216,-4155767
(주)SNT에너지,100840,2012/12,230707564,15132783,9087721
(주)SNT에너지,100840,2013/12,200750984,16804410,16189688
(주)SNT에너지,100840,2014/12,242746888,13777651,11264253
(주)SNT에너지,100840,2015/12,260094045,33918033,27029932
(주)SNT에너지,100840,2016/12,254089906,1195144,1659742
(주)SNT에너지,100840,2017/12,184091945,19201911,4581777
(주)SNT에너지,100840,2018/12,139516396,-1892191,1825479
(주)SNT에너지,100840,2019/12,202822913,14679703,14578960
(주)SNT에너지,100840,2020/12,229991237,22712569,9407217
(주)SNT홀딩스,036530,2010/12,2068556,183979,4776920
(주)SNT홀딩스,036530,2011/12,2257851,-4240083,5766277
(주)SNT홀딩스,036530,2012/12,8718270,6695560,9011145
(주)SNT홀딩스,036530,2013/12,8826810,6923357,8018313
(주)SNT홀딩스,036530,2014/12,7701882,5966121,6891599
(주)SNT홀딩스,036530,2015/12,8475099,6719535,27765789
(주)SNT홀딩스,036530,2016/12,9818190,7999927,6923176
(주)SNT홀딩스,036530,2017/12,7417869,5401909,4172419
(주)SNT홀딩스,036530,2018/12,7292112,5392033,6218079
(주)SNT홀딩스,036530,2019/12,11015928,8991504,9244252
(주)SNT홀딩스,036530,2020/12,25309708,22973048,22951239
(주)STX,011810,2010/12,3191730000,72473000,8971000
(주)STX,011810,2011/12,4173397000,61711000,84657000
(주)STX,011810,2012/12,4116767000,17733000,-23863000
(주)STX,011810,2013/12,1895063000,-67233000,-1646014000
(주)STX,011810,2014/12,1291351000,23414000,334488000
(주)STX,011810,2015/12,1362127000,-16336000,-53449000
(주)STX,011810,2016/12,1465561000,-105780000,-456150000
(주)STX,011810,2017/12,1595494000,30170000,336179000
(주)STX,011810,2018/12,1329890000,-6902000,5024000
(주)STX,011810,2019/12,1237876000,-13697000,-37142000
(주)STX,011810,2020/12,788462000,-7439000,-16578000
(주)TCC스틸,002710,2010/12,412110088,19558371,13684096
(주)TCC스틸,002710,2011/12,456928069,12575854,6828699
(주)TCC스틸,002710,2012/12,440568155,11675644,4206491
(주)TCC스틸,002710,2013/12,419483813,8348275,391783
(주)TCC스틸,002710,2014/12,401323585,10868549,1022624
(주)TCC스틸,002710,2015/12,350074629,14570434,-140083396
(주)TCC스틸,002710,2016/12,317235565,13291420,15468493
(주)TCC스틸,002710,2017/12,333762378,6759804,-2328706
(주)TCC스틸,002710,2018/12,351301866,16306122,7565000
(주)TCC스틸,002710,2019/12,339334364,12657106,1996130
(주)TCC스틸,002710,2020/12,323435107,2414062,-3176050
(주)가비아,079940,2010/12,26065926,3959527,3095686
(주)가비아,079940,2011/12,33792831,3932156,3262397
(주)가비아,079940,2012/12,38482449,2949228,5737877
(주)가비아,079940,2013/12,40507693,3035051,3786937
(주)가비아,079940,2014/12,43906243,3451259,3076978
(주)가비아,079940,2015/12,48446932,4531993,4288423
(주)가비아,079940,2016/12,49430564,3981746,3544032
(주)가비아,079940,2017/12,52365659,3176328,2493743
(주)가비아,079940,2018/12,55197652,4106091,2762732
(주)가비아,079940,2019/12,58254105,4889113,4654769
(주)가비아,079940,2020/12,64097025,7129578,4758214
(주)가온칩스,399720,2018/12,,,
(주)가온칩스,399720,2019/12,,,
(주)가온칩스,399720,2020/12,17098306,1973589,1851742
(주)강스템바이오텍,217730,2013/12,,,
(주)강스템바이오텍,217730,2014/12,,,
(주)강스템바이오텍,217730,2015/12,1484593,-5125200,-5754141
(주)강스템바이오텍,217730,2016/12,842805,-9117541,-8300375
(주)강스템바이오텍,217730,2017/12,5394323,-11132505,-10855842
(주)강스템바이오텍,217730,2018/12,1001039,-10525345,-13500909
(주)강스템바이오텍,217730,2019/12,282069,-19411148,-25001590
(주)강스템바이오텍,217730,2020/12,295379,-16744948,-19492205
(주)강원랜드,035250,2010/12,1313380414,564053558,434447189
(주)강원랜드,035250,2011/12,1263651213,501039825,393401121
(주)강원랜드,035250,2012/12,1292896121,416789419,296503993
(주)강원랜드,035250,2013/12,1356906162,398563590,293129468
(주)강원랜드,035250,2014/12,1492291312,526317689,363815729
(주)강원랜드,035250,2015/12,1630976696,603884505,430459518
(주)강원랜드,035250,2016/12,1694575212,624885355,454998593
(주)강원랜드,035250,2017/12,1602901764,535824585,437096330
(주)강원랜드,035250,2018/12,1436042435,434851737,297320114
(주)강원랜드,035250,2019/12,1517612252,502725264,335609508
(주)강원랜드,035250,2020/12,477474858,-430879909,-278763195
(주)강원에너지,114190,2010/11,30619298,1779388,1716786
(주)강원에너지,114190,2011/11,50222892,6590008,5754715
(주)강원에너지,114190,2012/12,106471214,11611165,8974549
(주)강원에너지,114190,2013/12,50660659,3234230,3922208
(주)강원에너지,114190,2014/12,51481321,1626297,1123194
(주)강원에너지,114190,2015/12,48852892,878120,885783
(주)강원에너지,114190,2016/12,44448760,-901973,-762058
(주)강원에너지,114190,2017/12,83113029,-5421114,-6291307
(주)강원에너지,114190,2018/12,85905365,532248,1977524
(주)강원에너지,114190,2019/12,42549622,-17150531,-33460765
(주)강원에너지,114190,2020/12,38345166,-8978062,-14039206
(주)갤럭시아에스엠,011420,2010/12,42704968,2164601,1313876
(주)갤럭시아에스엠,011420,2011/12,31931418,5151679,3000743
(주)갤럭시아에스엠,011420,2012/12,37398255,1598883,223810
(주)갤럭시아에스엠,011420,2013/12,30903637,652285,-1420345
(주)갤럭시아에스엠,011420,2014/12,33027933,-512149,-931106
(주)갤럭시아에스엠,011420,2015/12,53784932,2581511,2575902
(주)갤럭시아에스엠,011420,2016/12,45665676,-3225040,-1562620
(주)갤럭시아에스엠,011420,2017/12,36917656,-3330404,-5899738
(주)갤럭시아에스엠,011420,2018/12,22030258,-6687587,-15678085
(주)갤럭시아에스엠,011420,2019/12,28732679,-776659,-1375316
(주)갤럭시아에스엠,011420,2020/12,19539594,1375120,983909
(주)경농,002100,2010/12,143042882,14340339,9486115
(주)경농,002100,2011/12,120728258,8213288,3154155
(주)경농,002100,2012/12,131021366,13993847,6590012
(주)경농,002100,2013/12,139237273,16404459,13751960
(주)경농,002100,2014/12,134806677,14039409,9271741
(주)경농,002100,2015/12,137609256,9122621,6488880
(주)경농,002100,2016/12,143209666,7226128,5770891
(주)경농,002100,2017/12,143175105,9079453,11539079
(주)경농,002100,2018/12,146216658,15180272,9613575
(주)경농,002100,2019/12,151342037,11750268,7061857
(주)경농,002100,2020/12,165655312,11856809,10459504
(주)경동나비엔,009450,2010/12,278277379,8170507,5953556
(주)경동나비엔,009450,2011/12,318269213,12583280,9445090
(주)경동나비엔,009450,2012/12,341339118,11593426,9214927
(주)경동나비엔,009450,2013/12,371601179,14798703,9251575
(주)경동나비엔,009450,2014/12,382392117,16079662,9082312
(주)경동나비엔,009450,2015/12,448302084,20800513,19320742
(주)경동나비엔,009450,2016/12,506082201,36574176,28636194
(주)경동나비엔,009450,2017/12,569819524,32019764,16291264
(주)경동나비엔,009450,2018/12,618058456,29337538,22818064
(주)경동나비엔,009450,2019/12,655419303,39202886,20474157
(주)경동나비엔,009450,2020/12,746324940,45462923,18888348
(주)경동도시가스,267290,2017/12,870828897,21529500,17678888
(주)경동도시가스,267290,2018/12,1605687067,43022492,33981432
(주)경동도시가스,267290,2019/12,1421866212,27681162,24355132
(주)경동도시가스,267290,2020/12,1086023402,17853641,18813524
(주)경동인베스트,012320,2010/12,1289139847,47145359,41515269
(주)경동인베스트,012320,2011/12,1806174764,55958306,50053289
(주)경동인베스트,012320,2012/12,2403814656,51501974,56917580
(주)경동인베스트,012320,2013/12,2664100017,46688406,46253877
(주)경동인베스트,012320,2014/12,2399450987,37837347,44839494
(주)경동인베스트,012320,2015/12,1352478311,18397933,-6095609
(주)경동인베스트,012320,2016/12,1021002691,23543293,16356641
(주)경동인베스트,012320,2017/12,612436,-2256859,7248447
(주)경동인베스트,012320,2018/12,7460898,-161816,1574966
(주)경동인베스트,012320,2019/12,8641051,-95605,-917643
(주)경동인베스트,012320,2020/12,7700621,467407,1309750
(주)경방,000050,2010/12,277727642,49768260,23831171
(주)경방,000050,2011/12,275746943,21404671,-1822388
(주)경방,000050,2012/12,265409209,8240616,-7074187
(주)경방,000050,2013/12,264782077,35902115,15103835
(주)경방,000050,2014/12,256979444,32095524,14235818
(주)경방,000050,2015/12,307744480,38629926,21604723
(주)경방,000050,2016/12,313876822,42576774,30977743
(주)경방,000050,2017/12,288103985,39411167,25679379
(주)경방,000050,2018/12,279085217,38971836,29198252
(주)경방,000050,2019/12,253552382,38966424,22223943
(주)경방,000050,2020/12,226061886,25369343,26011323
(주)경보제약,214390,2010/12,,,
(주)경보제약,214390,2011/12,,,
(주)경보제약,214390,2012/12,,,
(주)경보제약,214390,2013/12,162218140,26213776,18024925
(주)경보제약,214390,2014/12,169781246,27668563,8635954
(주)경보제약,214390,2015/12,178032632,25632335,26109623
(주)경보제약,214390,2016/12,186726170,15594227,12705930
(주)경보제약,214390,2017/12,191661374,24586649,17963310
(주)경보제약,214390,2018/12,201343596,17266575,13116049
(주)경보제약,214390,2019/12,191706189,6194073,5285239
(주)경보제약,214390,2020/12,215285095,8661432,9404446
(주)경윤하이드로에너지,019120,2010/12,7735620,-2647412,-29421901
(주)경인양행,012610,2010/12,149007816,700784,3367162
(주)경인양행,012610,2011/12,128707611,1876257,2788642
(주)경인양행,012610,2012/12,141304459,3006834,4475441
(주)경인양행,012610,2013/12,183106757,12078064,12327177
(주)경인양행,012610,2014/12,190395047,10970585,9090269
(주)경인양행,012610,2015/12,175006703,74687,107330
(주)경인양행,012610,2016/12,179267850,2198152,3724987
(주)경인양행,012610,2017/12,193975818,159204,531273
(주)경인양행,012610,2018/12,222659442,11975046,7419717
(주)경인양행,012610,2019/12,245244968,14176378,4797711
(주)경인양행,012610,2020/12,214380449,-5436685,-10222700
(주)고려시멘트,198440,2014/12,,,
(주)고려시멘트,198440,2015/12,,,
(주)고려시멘트,198440,2016/12,,,
(주)고려시멘트,198440,2017/12,87660276,3017621,1003761
(주)고려시멘트,198440,2018/12,85775723,3837563,4645869
(주)고려시멘트,198440,2019/12,70921781,-459627,3396444
(주)고려시멘트,198440,2020/12,70182711,4280746,4445204
(주)고바이오랩,348150,2019/12,576519,-5734638,-44214672
(주)고바이오랩,348150,2020/12,4591485,-10213856,-56315205
(주)고영테크놀러지,098460,2010/12,71207683,19485265,15223139
(주)고영테크놀러지,098460,2011/12,80200892,19597519,16580579
(주)고영테크놀러지,098460,2012/12,100791139,20358471,14836215
(주)고영테크놀러지,098460,2013/12,103933681,17778872,14816762
(주)고영테크놀러지,098460,2014/12,135531589,27729256,22775832
(주)고영테크놀러지,098460,2015/12,138554625,26172507,23271756
(주)고영테크놀러지,098460,2016/12,153254768,31039820,28063238
(주)고영테크놀러지,098460,2017/12,188934907,45513084,28907302
(주)고영테크놀러지,098460,2018/12,219818022,46196834,42430216
(주)고영테크놀러지,098460,2019/12,209480760,40057965,34702997
(주)고영테크놀러지,098460,2020/12,157077647,13572990,7447169
(주)골드앤에스,035290,2010/12,50487261,-8191503,-8867129
(주)골드앤에스,035290,2011/12,47522791,1392408,1101095
(주)골드앤에스,035290,2012/12,43889087,-2363142,-6036290
(주)골드앤에스,035290,2013/12,36607591,-4982102,-16378087
(주)골드앤에스,035290,2014/12,29428881,-2318778,-8058617
(주)골드앤에스,035290,2015/12,22197935,1062021,-9396462
(주)골드앤에스,035290,2016/12,15893494,389642,388207
(주)골드앤에스,035290,2017/12,12802035,-3690116,-8062623
(주)골드앤에스,035290,2018/12,8680452,-4559128,-4045846
(주)골드앤에스,035290,2019/12,7642733,-7142117,-24883215
(주)골드앤에스,035290,2020/12,4138760,-2343112,1635730
(주)골드퍼시픽,038530,2010/12,10718074,519392,347774
(주)골드퍼시픽,038530,2011/12,11236925,1726132,990336
(주)골드퍼시픽,038530,2012/12,10491048,726901,254546
(주)골드퍼시픽,038530,2013/12,6488691,-5584540,-8455942
(주)골드퍼시픽,038530,2014/12,4855121,-5975389,-7306525
(주)골드퍼시픽,038530,2015/12,6121489,-8197750,-12525668
(주)골드퍼시픽,038530,2016/12,9588100,-8525119,-23433498
(주)골드퍼시픽,038530,2017/12,5031439,937598,-965087
(주)골드퍼시픽,038530,2018/12,5580994,-506241,-4380343
(주)골드퍼시픽,038530,2019/12,11323125,-3421041,-31603970
(주)골드퍼시픽,038530,2020/12,14335385,684966,-1498118
(주)골프존,215000,2015/12,184085342,47628136,33262807
(주)골프존,215000,2016/12,196864993,43961456,35913366
(주)골프존,215000,2017/12,171859065,33528808,75544308
(주)골프존,215000,2018/12,191571105,29085694,21663391
(주)골프존,215000,2019/12,239051647,36199059,19704546
(주)골프존,215000,2020/12,281031445,51582977,36329008
(주)골프존뉴딘홀딩스,121440,2010/12,184308070,62513470,65773805
(주)골프존뉴딘홀딩스,121440,2011/12,209788389,54711939,47591974
(주)골프존뉴딘홀딩스,121440,2012/12,276341690,73882041,72099265
(주)골프존뉴딘홀딩스,121440,2013/12,340005073,84447683,4493226
(주)골프존뉴딘홀딩스,121440,2014/12,387066126,101367116,63571492
(주)골프존뉴딘홀딩스,121440,2015/12,29389093,-13803824,890006593
(주)골프존뉴딘홀딩스,121440,2016/12,27652102,-5563087,-20255655
(주)골프존뉴딘홀딩스,121440,2017/12,23499543,-6824300,-21778628
(주)골프존뉴딘홀딩스,121440,2018/12,16100354,-11005550,-7653686
(주)골프존뉴딘홀딩스,121440,2019/12,26897482,-17956208,-30341791
(주)골프존뉴딘홀딩스,121440,2020/12,57481004,36116411,27193646
(주)공구우먼,366030,2017/12,,,
(주)공구우먼,366030,2018/12,,,
(주)공구우먼,366030,2019/12,,,
(주)공구우먼,366030,2020/12,32683411,5379170,4345851
(주)광림,014200,2010/12,93434519,3477844,2168624
(주)광림,014200,2011/12,106495363,5263609,2583332
(주)광림,014200,2012/12,85322569,1321582,586385
(주)광림,014200,2013/12,103442134,3310917,1630750
(주)광림,014200,2014/12,92553612,1910652,1137559
(주)광림,014200,2015/12,237222890,1326666,9223597
(주)광림,014200,2016/12,87302967,171774,437352
(주)광림,014200,2017/12,99421336,2304157,86196134
(주)광림,014200,2018/12,75493055,2202922,-58294056
(주)광림,014200,2019/12,93241157,3819332,-68290742
(주)광림,014200,2020/12,104253227,8224561,-10061099
(주)광명전기,017040,2010/12,68250250,2176137,-231240
(주)광명전기,017040,2011/12,57967857,1483791,-75153
(주)광명전기,017040,2012/12,79318302,3566142,-1564026
(주)광명전기,017040,2013/12,90344376,8443372,5301060
(주)광명전기,017040,2014/12,115801471,10270079,6978508
(주)광명전기,017040,2015/12,93000177,3839499,3442541
(주)광명전기,017040,2016/12,96931493,3818917,15612709
(주)광명전기,017040,2017/12,105083042,3754872,-1349854
(주)광명전기,017040,2018/12,96949804,2970976,3182514
(주)광명전기,017040,2019/12,125009206,7313078,6470387
(주)광명전기,017040,2020/12,112536086,4730459,4892166
(주)광무,029480,2010/12,80284671,3016953,-1612170
(주)광무,029480,2011/12,50359203,-11400527,-51537196
(주)광무,029480,2012/12,40406860,-5614534,-15113066
(주)광무,029480,2013/12,10105219,-6899306,-33154332
(주)광무,029480,2014/12,38409667,1422352,-859721
(주)광무,029480,2015/12,17648493,-620363,-2727754
(주)광무,029480,2016/12,26429957,1294011,95615
(주)광무,029480,2017/12,21540953,199525,-3352682
(주)광무,029480,2018/12,20707286,-671966,-4875184
(주)광무,029480,2019/12,25244176,-2260048,-6275093
(주)광무,029480,2020/12,25006895,-3068879,-19141822
(주)광주신세계,037710,2010/12,207799414,50643373,44346558
(주)광주신세계,037710,2011/12,219613514,58896505,52281979
(주)광주신세계,037710,2012/12,213803173,58185712,53769536
(주)광주신세계,037710,2013/12,206606675,55981723,48569715
(주)광주신세계,037710,2014/12,204820461,51835640,42236355
(주)광주신세계,037710,2015/12,205331892,54772399,45901413
(주)광주신세계,037710,2016/12,210423594,56047368,45554028
(주)광주신세계,037710,2017/12,209647360,56289748,47846191
(주)광주신세계,037710,2018/12,135213362,50068808,45093180
(주)광주신세계,037710,2019/12,154879496,55102645,47668959
(주)광주신세계,037710,2020/12,147508454,48310490,43159504
(주)구영테크,053270,2010/12,60777103,6941447,3918238
(주)구영테크,053270,2011/12,62527619,5189843,985788
(주)구영테크,053270,2012/12,65451015,4839337,1250176
(주)구영테크,053270,2013/12,76282590,4463036,1137402
(주)구영테크,053270,2014/12,77799749,2782247,1326679
(주)구영테크,053270,2015/12,87109177,3529661,3196300
(주)구영테크,053270,2016/12,75320433,4114290,3920237
(주)구영테크,053270,2017/12,74298129,3025353,1239184
(주)구영테크,053270,2018/12,81928926,1638585,3912117
(주)구영테크,053270,2019/12,93132845,2513647,1558141
(주)구영테크,053270,2020/12,84841189,2377110,901721
(주)국동,005320,2010/12,110608935,2928312,918610
(주)국동,005320,2011/12,100097439,-5805369,-12930687
(주)국동,005320,2012/12,91524436,1814279,262553
(주)국동,005320,2013/12,95716049,3421258,2373991
(주)국동,005320,2014/12,117861978,5708078,4692501
(주)국동,005320,2015/12,102431161,6875576,5321778
(주)국동,005320,2016/12,127275873,7880757,4379974
(주)국동,005320,2017/12,130016453,-2404926,-6593433
(주)국동,005320,2018/12,136811631,1682592,1351547
(주)국동,005320,2019/12,116180044,-9536815,-6989987
(주)국동,005320,2020/12,167078106,29930195,-891014
(주)국보,001140,2010/12,108593661,2634133,713371
(주)국보,001140,2011/12,118304924,1856012,-176708
(주)국보,001140,2012/12,109183947,1079411,-1916073
(주)국보,001140,2013/12,108994114,653034,-3766842
(주)국보,001140,2014/12,89859741,-1997880,-6633427
(주)국보,001140,2015/12,85267457,-2191281,-3679630
(주)국보,001140,2016/12,77773715,-507392,-5034348
(주)국보,001140,2017/12,74662255,-3408921,-2761653
(주)국보,001140,2018/12,66929948,-4639062,-4038217
(주)국보,001140,2019/12,58296078,-1521920,-9851123
(주)국보,001140,2020/12,53288999,-7534112,-10080819
(주)국보디자인,066620,2010/12,103169415,4251760,3986309
(주)국보디자인,066620,2011/12,123203000,8488848,6607794
(주)국보디자인,066620,2012/12,118458574,10775504,8631842
(주)국보디자인,066620,2013/12,153216189,10440161,9417821
(주)국보디자인,066620,2014/12,158268803,9850658,7901285
(주)국보디자인,066620,2015/12,157657615,6839950,6947669
(주)국보디자인,066620,2016/12,191620729,13350340,11905078
(주)국보디자인,066620,2017/12,262522024,23990595,14149734
(주)국보디자인,066620,2018/12,231093439,16747379,14098992
(주)국보디자인,066620,2019/12,237054909,10506065,9509021
(주)국보디자인,066620,2020/12,253810694,21477616,16487759
(주)국순당,043650,2010/12,103748078,15496377,16007518
(주)국순당,043650,2011/12,124279594,5668811,5640710
(주)국순당,043650,2012/12,115146725,6794416,5122888
(주)국순당,043650,2013/12,96140591,1187809,2346882
(주)국순당,043650,2014/12,89173752,881757,1997559
(주)국순당,043650,2015/12,74955341,-8305751,-4854598
(주)국순당,043650,2016/12,68425801,-5456865,-2212642
(주)국순당,043650,2017/12,60087461,-3584872,9847390
(주)국순당,043650,2018/12,52679104,-2751939,15171022
(주)국순당,043650,2019/12,48045002,-5440912,571892
(주)국순당,043650,2020/12,50345658,5089339,15417535
(주)국영지앤엠,006050,2010/12,41942761,9811529,7933714
(주)국영지앤엠,006050,2011/12,42569848,-2947683,-1752706
(주)국영지앤엠,006050,2012/12,43781593,-1490604,4832440
(주)국영지앤엠,006050,2013/12,55789778,1332568,953338
(주)국영지앤엠,006050,2014/12,51491847,1587301,395531
(주)국영지앤엠,006050,2015/12,40107647,-1039280,-533927
(주)국영지앤엠,006050,2016/12,51456556,248835,385503
(주)국영지앤엠,006050,2017/12,62861661,1410362,1431624
(주)국영지앤엠,006050,2018/12,56301480,-920018,-354808
(주)국영지앤엠,006050,2019/12,73013468,991045,1089819
(주)국영지앤엠,006050,2020/12,64386056,-2061462,-1305459
(주)국전약품,307750,2018/12,,,
(주)국전약품,307750,2019/12,,,
(주)국전약품,307750,2020/12,80623076,5790480,-3316511
(주)그래디언트,035080,2010/12,8652903,-3295420,4161906
(주)그래디언트,035080,2011/12,9501248,-7828136,-4906079
(주)그래디언트,035080,2012/12,11150621,-707626,15794035
(주)그래디언트,035080,2013/12,7939840,309117,-9664900
(주)그래디언트,035080,2014/12,7753595,161037,625806
(주)그래디언트,035080,2015/12,12870821,5841995,13112622
(주)그래디언트,035080,2016/12,16516754,10733856,-40598919
(주)그래디언트,035080,2017/12,12485184,6033339,-54754214
(주)그래디언트,035080,2018/12,12237889,5963182,4404863
(주)그래디언트,035080,2019/12,8719700,3788374,4125060
(주)그래디언트,035080,2020/12,169181557,-1869302,806283
(주)그리티,204020,2010/12,,,
(주)그리티,204020,2011/12,,,
(주)그리티,204020,2012/12,,,
(주)그리티,204020,2013/12,,,
(주)그리티,204020,2014/12,99246485,9788204,6540972
(주)그리티,204020,2015/12,101841658,6394201,5344949
(주)그리티,204020,2016/12,104971338,5805733,4857622
(주)그리티,204020,2017/12,124299600,9616462,7757477
(주)그리티,204020,2018/12,117056356,9289658,6019400
(주)그리티,204020,2019/12,120984485,4418702,2627015
(주)그리티,204020,2020/12,119857961,2591787,1540065
(주)그린플러스,186230,2010/12,,,
(주)그린플러스,186230,2011/12,,,
(주)그린플러스,186230,2012/12,,,
(주)그린플러스,186230,2013/12,,,
(주)그린플러스,186230,2014/12,,,
(주)그린플러스,186230,2015/12,,,
(주)그린플러스,186230,2016/12,,,
(주)그린플러스,186230,2017/12,,,
(주)그린플러스,186230,2018/12,42150610,4122481,2213241
(주)그린플러스,186230,2019/12,39502728,3430717,2435883
(주)그린플러스,186230,2020/12,55545281,5419705,-1930086
(주)극동자동화,272420,2014/12,,,
(주)극동자동화,272420,2015/12,,,
(주)극동자동화,272420,2016/12,,,
(주)극동자동화,272420,2017/12,,,
(주)글로벌스탠다드테크놀로지,083450,2010/12,46203130,6941576,6070452
(주)글로벌스탠다드테크놀로지,083450,2011/12,40662578,2897104,2301945
(주)글로벌스탠다드테크놀로지,083450,2012/12,62774905,6164717,5403733
(주)글로벌스탠다드테크놀로지,083450,2013/12,78917554,6148795,5075966
(주)글로벌스탠다드테크놀로지,083450,2014/12,85992839,6371366,6151625
(주)글로벌스탠다드테크놀로지,083450,2015/12,80102292,3684905,3910170
(주)글로벌스탠다드테크놀로지,083450,2016/12,81859588,2388293,3758214
(주)글로벌스탠다드테크놀로지,083450,2017/12,154761834,19126708,13135277
(주)글로벌스탠다드테크놀로지,083450,2018/12,115619452,7914174,7747618
(주)글로벌스탠다드테크놀로지,083450,2019/12,150777009,22053993,17027156
(주)글로벌스탠다드테크놀로지,083450,2020/12,154150365,17111235,11351753
(주)금양,001570,2010/12,90724087,3967653,1511752
(주)금양,001570,2011/12,100918699,6136009,2436780
(주)금양,001570,2012/12,108275608,6409859,3159937
(주)금양,001570,2013/12,132045280,5188276,1518013
(주)금양,001570,2014/12,137946044,7001768,2861900
(주)금양,001570,2015/12,152450369,8205515,2338700
(주)금양,001570,2016/12,161001876,8874219,-23749351
